_id,캠프 이름,상세설명1,상세설명2,상세설명3,상세설명4,상세설명5,상세설명6,상세설명7,상세설명8,상세설명9
1007,마령큰시내들캠핑장,전북진안군마령면강정리655-1,063-433-9442,"산,계곡/민간","일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,,
1009,마루노리,강원도원주시지정면판대리427,033-731-3501,강/민간,자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"낚시,어린이놀이시설"
1011,마루펜션캠핑장,강원영월군주천면평창강로221,"033-375-7174,010-7942-8371",강/민간,자동차야영장,"봄,여름,가을",평일+주말,현장,어린이놀이시설,
1013,마리원관광농원캠핑장,인천강화군길상면장흥로101번길6,"섬,숲,호수/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,낚시,해수욕",
1016,마방캠핑장,경상북도봉화군소천면고선리510,"054-672-7362,010-6470-7362","산,숲,계곡/민간",일반야영장,여름,평일+주말,"계곡물놀이,산책로",,
1020,마운틴캠핑장,울산광역시북구대안동688,010-4742-5492,/민간,자동차야영장,홈페이지바로가기새창으로,온라인실시간예약,,,
1023,마음이머무는곳,강원도화천군사내면포화로653-76마음이머무는곳,"033-441-6066,010-5379-0943",산/민간,자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로",
1024,마이산풍혈냉천캠핑장,전북진안군성수면용포로345,063-432-1182,"산,숲/민간","일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,운동장,
1025,마이웨이리조트관광농원,경남밀양시산외면엄광리1198-1,055-355-9988,"산,숲/민간","일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,산책로,
1027,만리포몰디브,충청남도태안군소원면천리포1길143-22만리포몰디브,070-8831-9099,/민간,일반야영장,전화,,,,
1028,만리포미소카라반,충청남도태안군소원면모항리1325-120,010-9961-1070,해변/민간,"일반야영장,카라반",평일+주말,홈페이지바로가기새창으로,전화,,
1029,만산동국민여가캠핑장,화천군상서면구운리1174,033-440-2562,/지자체,자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,
1030,만석꾼캠핑장,부산광역시기장군장안읍월내4길56-17만석꾼캠핑장,010-4765-1084,/민간,자동차야영장,홈페이지바로가기새창으로,온라인예약대기,,,
1031,만수산자연휴양림,충청남도부여군외산면휴양로107만수산자연휴양림,041-832-6561,/지자체,일반야영장,홈페이지바로가기새창으로,,,,
1032,만정캠핑장,인천광역시중구중산동1853,032-747-1144,섬/민간,일반야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,낚시,
1034,맑은개울캠핑장,경상북도상주시화서면하송3길178-5,"054-536-0803,010-9001-0071","숲,계곡/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,낚시,어린이놀이시설"
1035,맑은누리캠핑장,충청북도영동군상촌면물한계곡로1212맑은누리캠핑장,010-4800-6405,"숲,계곡/민간",자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,전화,"계곡물놀이,산책로,낚시,어린이놀이시설"
1038,맑음터공원캠핑장,경기도오산시오산천로52-0,031-8036-6891,도심/지자체,자동차야영장,평일+주말,전화,,,
1039,맘빌리지,충청남도태안군소원면법산리320맘빌리지,041-672-2231,"해변,숲/민간","일반야영장,카라반","봄,여름,가을",평일+주말,홈페이지바로가기새창으로,"산책로,수상레저,낚시,해수욕",
1040,망상오토캠핑리조트제2오토캠핑장,강원도동해시망상동393-97,033-539-3618,해변/지자체,"자동차야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"전화,온라인실시간예약","수상레저,낚시,해수욕"
1042,매봉힐링쉼터오토캠핑장,강원도원주시신림면황둔리1625-1,"033-761-2282,010-4210-1339","숲,계곡/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로"
1043,매일민박캠핑장,강원도철원군근남면하오재로1531매일민박캠핑장,010-6255-4494,계곡/민간,자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,"전화,온라인실시간예약","계곡물놀이,어린이놀이시설"
1045,매화둠벙마을영농조합법인,충청남도태안군원북면동해리779-8,"041-672-0109,010-5281-7084","산,숲/민간","일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,청소년체험시설,,
1051,메가카라반글램핑관광농원,경기도포천시일동면수입리700-8,010-7226-0430,"숲,계곡/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"전화,온라인예약대기,현장",계곡물놀이
1055,멤피스글램핑,충청북도충주시살미면신당리128,043-851-1185,/민간,자동차야영장,홈페이지바로가기새창으로,온라인실시간예약,,,
1057,캠핑플래닛(구명덕관광농원),경기도포천시화현면명덕리10-8,031-531-5651,"산,숲/민간","일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"산책로,운동장,강/물놀이,농어촌체험시설",
1061,명성산글램핑,경기도포천시영북면산정호수로1017,031-536-4066,"산,숲,계곡/민간","일반야영장,글램핑","봄,여름,가을",평일+주말,홈페이지바로가기새창으로,전화,
1065,명지산카라반오토캠핑장,경기도가평군북면적목리85-7,031-582-0008,"산,숲,계곡/민간","일반야영장,자동차야영장,카라반,글램핑","봄,여름,가을,겨울",주말,홈페이지바로가기새창으로,"계곡물놀이,산책로,낚시,어린이놀이시설",
1066,명학산캠핑장,경기도파주시파주읍향양리4-1명학산캠프(캠핑장),"산,숲/민간",자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,낚시,강/물놀이",
1070,모꼬지캠핑장,전북김제시금산면모악로167-16,063-543-4035,/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,"산책로,낚시",,
1075,모래재캠핑장,충북괴산군사리면모래재로483-12,043-838-7780,해변/민간,일반야영장,홈페이지바로가기새창으로,온라인실시간예약,,,
1076,모야의숲캠핑장,강원도횡성군청일면신대리115-7,"산,계곡/민간",자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,계곡물놀이,,
1095,"블루오션리조트,오션파크(몽산포홀리데이파크)",충청남도태안군남면신장리353-148,010-4786-3300,해변/민간,"일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"전화,온라인예약대기,온라인실시간예약,현장","산책로,수상레저,낚시,해수욕"
1096,묘솔캠핑장,경상북도영주시풍기읍삼가로423묘솔캠핑장,"054-633-6699,010-5098-5607",/민간,일반야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로,어린이놀이시설",
1097,무도글램핑,충북제천시송학면무도리573번지,043-645-5997,숲/민간,"자동차야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,낚시,어린이놀이시설"
1100,무릉계곡힐링캠핑장,강원도동해시삼화로467무릉계곡힐링캠프장,033-539-3700,"산,계곡/지자체",자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로"
1101,무릉도원오토캠핑장,경상남도양산시원동면영포리702-2,010-7166-4698,"산,숲,계곡/민간","일반야영장,자동차야영장","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"전화,온라인실시간예약","계곡물놀이,산책로,청소년체험시설"
1102,무릉도원캠핑장,강원도영월군무릉도원면운학리627-9번지,계곡/민간,자동차야영장,"봄,여름,가을",평일+주말,현장,계곡물놀이,,
1107,무안황토갯벌랜드오토캠핑장,전남무안군해제면만송로36,061-450-5636,해변/지자체,"일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"낚시,해수욕",
1111,보보캠핑(무주계곡오토캠핑장),전라북도무주군설천면심곡리461-1,063-322-2509,/민간,자동차야영장,홈페이지바로가기새창으로,,,,
1112,무주구천동캠핑장,전라북도무주군설천면심곡리270,063-322-5632,/민간,"일반야영장,자동차야영장","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,계곡물놀이
1113,무주글램핑,전라북도무주군설천면삼공리524-12,"산,계곡/민간",글램핑,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,계곡물놀이,
1114,무주솔밭야영장,전북무주군안성면원통사로294,010-5207-4803,"산,숲,계곡/민간","일반야영장,자동차야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로",
1115,무주수목원캠핑장,전북무주군설천면구천동로1092-34,063-322-0080,"산,숲,계곡/민간","일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,계곡물놀이,
1116,무주카라반,전라북도무주군설천면심곡리474-2,063-322-7111,계곡/민간,"일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,
1117,무주홀리데이파크,전라북도무주군안성면공정리1304,063-323-9000,"숲,계곡/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로",
1118,무지개서는마을,경기도가평군북면가화로1725무지개서는마을,"031-581-3177,010-8876-2340","산,숲,계곡/민간","일반야영장,자동차야영장","봄,여름,가을",주말,홈페이지바로가기새창으로,현장,"계곡물놀이,낚시,어린이놀이시설"
1119,무지개펜션&캠핑,인천옹진군영흥면영흥남로9번길355-20,"032-887-7677,010-9260-2240",섬/민간,자동차야영장,"봄,가을,겨울",평일+주말,홈페이지바로가기새창으로,"낚시,해수욕",
1121,무창포카라반파크,충청남도보령시웅천읍동뒤마을길49-24,"041-934-6362,010-2725-4005",해변/민간,카라반,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,낚시,해수욕"
1125,회문랜드오토캠핑장(구묵림산방),전북순창군구림면안정리233,"산,숲,계곡/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,계곡물놀이,,
1127,문경레저투어캠핑장,경상북도문경시진남3길6-0문경오토캠핑장,"054-554-3911,010-3939-3966","숲,강/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,낚시,어린이놀이시설"
1128,문경새재국민여가캠핑장,경상북도문경시문경읍하초리365,054-572-3762,"산,숲/지자체",카라반,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,현장,
1129,문경수예리오토캠핑장,경상북도문경시가은읍작약로576,010-4502-6673,숲/민간,일반야영장,"봄,여름,가을",주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,낚시,어린이놀이시설"
1131,문경히든벨리오토캠핑장,경상북도문경시가은읍죽문리441,054-572-3247,"숲,계곡/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로,낚시,어린이놀이시설",
1132,문라이트캠핑장,인천광역시강화군길상면해안남로654문라이트캠핑장,해변/민간,자동차야영장,"봄,여름,가을,겨울",주말,홈페이지바로가기새창으로,"산책로,낚시,해수욕,강/물놀이",,
1133,문배골캠핑장,강원도춘천시서백길691-83문배골캠핑장,"070-4403-7655,010-6278-7796","산,숲,계곡/민간",자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로",
1134,문복산캠핑장,경상북도경주시산내면대현리2747-273,010-6500-7043,숲/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,전화,"계곡물놀이,산책로,낚시,어린이놀이시설"
1137,문수골힐링캠핑장,경기김포시월곶면문수산로104-107,031-997-8959,/지자체,자동차야영장,전화,,,,
1139,문암생태공원,충청북도청주시흥덕구문암동100,043-200-7741,/지자체,일반야영장,"봄,여름,가을,겨울",평일+주말,산책로,,
1140,문장대야영장,경상북도상주시화북면용유리340-8,"010-4032-2777,010-9430-9038","계곡,강/지자체",일반야영장,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,운동장,강/물놀이",,
1141,문장대오토캠핑장,경상북도상주시화북면상오리573-4,054-533-1165,숲/지자체,"일반야영장,자동차야영장,카라반","봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,산책로
1142,문화관광농원청소년야영장,경상남도거제시동부면가배오송길123,055-633-5955,산/민간,"일반야영장,자동차야영장","봄,여름,가을,겨울",주말,홈페이지바로가기새창으로,"산책로,강/물놀이,수영장",
1143,웅진리야영장(구문화사랑채),강원도양구군양구읍소양웅진길35-6문화사랑채,"033-482-2749,010-4500-5155","산,숲,호수/민간",자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,계곡물놀이,
1145,물가애캠핑장,강원원주시호저면칠봉로840-73,010-8330-5002,/민간,일반야영장,평일+주말,홈페이지바로가기새창으로,,,
1147,물결캠핑장,충청남도태안군원북면방갈리515-210,해변/민간,"일반야영장,카라반","봄,여름,가을,겨울",주말,,,,
1151,물꽃캠핑장,경기도연천군군남면청정로2122물꽃캠핑장,강/민간,자동차야영장,"봄,여름,가을,겨울",주말,홈페이지바로가기새창으로,"산책로,어린이놀이시설",,
1152,물내치기,강원도강릉시노추산로1151-5물내치기펜션&캠핑,033-647-6648,"숲,계곡/민간",자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로"
1155,물마루캠핑장,강원도영월군수주면두산리222-1,"033-375-7771,010-4560-7779",계곡/민간,자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,계곡물놀이,
1157,물소리풍경캠핑장,충청북도괴산군칠성면쌍곡리92-2,010-6540-7000,계곡/민간,일반야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,전화,"계곡물놀이,산책로,낚시,어린이놀이시설"
1159,물안개오토캠핑장,경남밀양시단장면고례리1491외1필지,"산,강/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,어린이놀이시설",
1163,물한계곡소나무펜션,충북영동군상촌면물한6길8-1,계곡/민간,"자동차야영장,카라반","봄,여름,가을",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,청소년체험시설",,
1167,미루밸리캠핑장,경상북도성주군가천면법전리776-4,"숲,계곡/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로,낚시,어린이놀이시설",,
1168,미르오토캠핑장,경상남도밀양시산외면밀양대로3400-127밀양미르오토캠핑장,"산,숲/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,운동장",
1173,미산가족오토캠핑장,경상북도문경시마성면구랑로78-11미산가족오토캠핑장,054-572-4801,/민간,일반야영장,홈페이지바로가기새창으로,전화,,,
1177,미산분교캠핑장,강원도인제군상남면미산리376-6미산분교캠핑장,010-2013-6096,계곡/민간,자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,계곡물놀이
1178,미소가든펜션야영장,충북제천시봉양읍옥전리59-4번지,"043-653-2885,010-4624-2885","숲,계곡/민간","자동차야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로,어린이놀이시설",
1181,미시령계곡캠핑장,강원도인제군북면미시령옛길30미시령계곡캠핑장,"033-462-4343,010-5463-4343","산,계곡/민간",자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,계곡물놀이,
1182,민들레동산캠핑장,전라북도완주군화산면종리55-1,063-261-5153,숲/민간,"일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,청소년체험시설"
1184,민주지산자연휴양림,충청북도영동군용화면휴양림길6민주지산자연휴양림,043-740-3437~8,/지자체,자동차야영장,홈페이지바로가기새창으로,,,,
1190,밀양댐스쿨캠핑장,경상남도밀양시단장면고례리1516-1,010-8546-4622,/지자체,자동차야영장,홈페이지바로가기새창으로,전화,,,
1191,밀양댐오토캠핑장,경상남도밀양시단장면고례리1512-1번지,010-5199-1426,"산,계곡/민간","일반야영장,자동차야영장","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,전화,계곡물놀이
1192,밀양사계절야영장,경상남도밀양시산외면금곡리16-36,041-841-3315,"산,숲/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,전화,"강/물놀이,농어촌체험시설"
1194,밀양강캠프스쿨(구밀양스쿨오토캠핑장),경상남도밀양시산외면단산길2-5,"산,숲/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,강/물놀이,
1196,밀양댐유원지펜션식당(밀양유원지오토캠핑장),경남밀양시단장면고례로855,055-351-0088,/민간,자동차야영장,평일+주말,홈페이지바로가기새창으로,전화,,
1197,밀양표충오토캠핑장,경상남도밀양시단장면바드리길7밀양표충오토캠핑장,"055-351-1033,010-9662-9199","산,숲/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,계곡물놀이,
1200,바다가보이는부산항힐링야영장,부산광역시동구초량동1185-1(舊부산항3부두)지선,051-999-3175,"해변,도심/지자체","일반야영장,자동차야영장","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"운동장,낚시,강/물놀이",
1202,바다로글램핑,인천광역시강화군화도면해안남로2421-228/인천광역시강화군화도면장화리467-4,010-8362-7654,해변/민간,글램핑,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,낚시"
1205,노을빛바다애글램핑,인천광역시강화군화도면장화리474,해변/민간,글램핑,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"해수욕,강/물놀이,청소년체험시설,어린이놀이시설",
1206,바다여행캠핑장,충청남도태안군원북면방갈리536-2,041-674-8883,/민간,일반야영장,홈페이지바로가기새창으로,전화,,,
1208,바라산자연휴양림야영장,경기도의왕시학의동북골안길96바라산자연휴양림,031-345-3841,/지자체,자동차야영장,홈페이지바로가기새창으로,,,,
1211,화암동굴야영장,강원도정선군화암면화암동굴길12-2(어천),/지자체,자동차야영장,전화,,,,,
1215,박달재자연휴양림캠핑장,충청북도제천시백운면금봉로223동물사육장박달재자연휴양림,043-652-0910,/지자체,자동차야영장,홈페이지바로가기새창으로,,,,
1216,박달재옛길캠핑장,충청북도제천시원박길245-0박달재옛길캠핑장,"043-652-9835,010-9065-9835",/민간,자동차야영장,"봄,여름,가을,겨울",주말,홈페이지바로가기새창으로,,
1218,박석캠핑장,경기도파주시탄현면낙하리252,숲/지자체,자동차야영장,"봄,여름,가을",주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,강/물놀이",
1220,반디캠프,경기도파주시광탄면기산리470-2,"숲,호수/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"산책로,낚시",,
1221,반디하우스캠핑장,강원도인제군상남면내린천로2355반디하우스캠핑장,010-4706-2236,계곡/민간,자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,전화,계곡물놀이
1222,반딧골캠핑장,전라북도무주군설천면두길리1384,063-322-7265,계곡/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,계곡물놀이
1223,반딧불이캠핑장,경상북도경주시산내면대현리197번지,010-2570-4622,"산,계곡/민간",일반야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,계곡물놀이
1225,반딧불자연캠핑장,충청북도단양군단성면두항리39,010-5628-8772,/민간,일반야영장,홈페이지바로가기새창으로,전화,,,
1231,밤골캠핑장,경기도파주시장승배기로268번길143-0밤골캠핑장,"산,숲/민간",자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,산책로,
1233,밤벌오토캠핑장,강원도홍천군서면반곡리3,033-434-8971,/민간,일반야영장,홈페이지바로가기새창으로,현장,,,
1234,밤별캠핑장,충청북도충주시앙성면모점1길229밤별캠핑장,"043-854-1133,010-2822-1133","산,숲/민간",자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,,
1235,밤별생각낮달이야기,충북제천시백운면덕동리산21-9,"숲,계곡/민간",자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로,낚시,어린이놀이시설",,
1237,밤소리글램핑,충남아산시음봉면신정리길109-9,"041-544-6004,010-4018-3303","숲,호수/민간","일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,어린이놀이시설"
1242,방아텃골관광농원,경기도포천시일동면길명리398-8,010-3709-2373,숲/민간,"일반야영장,글램핑","봄,여름,가을,겨울",주말,홈페이지바로가기새창으로,전화,"강/물놀이,농어촌체험시설"
1244,방태산솔마루오토캠핑장,강원인제군기린면방태산길122-6,010-4577-7688,"산,숲,계곡,강/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"전화,온라인실시간예약","계곡물놀이,산책로,수상레저,낚시,강/물놀이,농어촌체험시설"
1245,방태산자연휴양림캠핑장,강원도인제군기린면방동리산282-1,033-463-8590,"산,숲,계곡/자연휴양림",자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로"
1246,방화동가족휴가촌오토캠핑장,전라북도장수군번암면방화동로778방화동가족휴가촌오토캠핑장,063-353-0855,/지자체,일반야영장,홈페이지바로가기새창으로,현장,,,
1250,배너미오토캠핑장,경상북도청도군운문면신원리32,숲/민간,"일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,낚시,어린이놀이시설",
1254,백경오토캠핑장,경상북도포항시남구장기면영암리344-2,054-283-0109,해변/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,수상레저,낚시,해수욕,어린이놀이시설"
1255,예그리나숲,강원도영월군주천면중선로609-4,"033-374-8255,010-2956-2733",계곡/민간,"일반야영장,자동차야영장","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"전화,온라인실시간예약","계곡물놀이,어린이놀이시설"
1258,백담설화캠핑장,강원도인제군북면용대리449,계곡/민간,자동차야영장,"여름,가을",평일+주말,홈페이지바로가기새창으로,계곡물놀이,,
1260,백도오토야영장,강원고성군죽왕면문암항길133,010-2176-0743,해변/지자체,자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,해수욕
1264,백마강오토캠핑장,충청남도부여군규암면호암리234-2,1833-8982-,강/민간,"일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"수상레저,어린이놀이시설",
1266,백무동야영장,경상남도함양군마천면강청리148,055-963-1260,"산,숲,계곡/국립공원",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,,
1270,백산금빛캠프장(백산두례영농조합법인),경상남도밀양시하남읍백산리260-1,010-4635-5088,/지자체,일반야영장,전화,,,,
1272,백야자연휴양림오토캠핑장,충청북도음성군금왕읍백야리산13,043-871-5922,"산,숲/자연휴양림",자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,낚시,어린이놀이시설"
1279,백운산자연휴양림야영장,전라남도광양시옥룡면백계로337백운산자연휴양림야영장,061-797-2655,/지자체,일반야영장,홈페이지바로가기새창으로,현장,,,
1280,백운산자연휴양림자동차야영장,전라남도광양시옥룡면백계로337,061-797-2655,"산,숲/국립공원","일반야영장,자동차야영장","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,현장,"산책로,수영장"
1282,백운산수련관야영장,전남광양시옥룡면동곡리4-6,061-790-4929,/민간,일반야영장,,,,,
1283,백운산체험농장,경기도평택시월곡동108-1,010-5450-8713,/지자체,자동차야영장,홈페이지바로가기새창으로,전화,,,
1284,백운오양골캠핑장,경기도포천시이동면화동로2457번길92백운오양골캠핑장,"031-536-5565,010-8991-5567",숲/지자체,"일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로,농어촌체험시설",
1287,백일야영장,충청남도서천군서면도둔리1270,041-952-7015,/지자체,일반야영장,홈페이지바로가기새창으로,전화,,,
1291,뱀사골자동차야영장,전라북도남원시산내면부운리256,063-630-8900,/국립공원,자동차야영장,홈페이지바로가기새창으로,전화,,,
1293,버디버디,충남태안군남면진산1길277-200,041-674-2566,"해변,호수/민간","일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,수상레저,낚시,해수욕"
1295,벌곡오토캠핑장,충청남도논산시벌곡면수락로517번길36-5벌곡오토캠핑장,"041-734-6012,010-7341-6012",계곡/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,어린이놀이시설"
1299,범도오토캠핑장,경상남도밀양시단장면표충로860범도오토캠핑장,"산,숲/민간",일반야영장,"봄,여름,가을",주말,홈페이지바로가기새창으로,온라인예약대기,,
1301,범산골캠핑장,경기도양주시광적면비암리757-10,"031-871-9708,010-5477-7069","산,숲,호수/민간",자동차야영장,"봄,여름,가을,겨울",평일+주말,"낚시,강/물놀이",,
1303,법흥캠핑장,강원영월군무릉도원면백년계곡길14-3189-1,010-8753-9155,계곡/민간,일반야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,전화,계곡물놀이
1305,벗과뱃나루캠핑리조트,충청남도태안군남면신온리169-18,02-546-5522,숲/민간,"일반야영장,카라반,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,전화,"산책로,낚시,해수욕"
1306,남이섬베스트캠핑장,경기가평군가평읍북한강변로517-8베스트캠핑장,"산,강/민간","일반야영장,자동차야영장,카라반,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"수상레저,강/물놀이,어린이놀이시설",,
1307,베어스캠프,경기도포천시내촌면금강로3046번길106베어스캠프,"031-532-2188,010-8948-2188",산/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"산책로,운동장,강/물놀이,수영장,농어촌체험시설",
1308,베이스캠프캠핑장,충청북도진천군진천읍건송리638-2,043-534-5655,/민간,일반야영장,전화,,,,
1311,벳소캠프,강원도횡성군우천면오원리357,호수/민간,자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,,,
1313,벽계야영장,경상남도의령군궁류면벽계로201벽계야영장,055-573-0453,/지자체,자동차야영장,평일+주말,홈페이지바로가기새창으로,온라인실시간예약,산책로,
1316,변산힐링밸리야영장,전북부안군진서면참뽕로173변산힐링밸리,063-584-3659,/민간,일반야영장,홈페이지바로가기새창으로,온라인실시간예약,,,
1317,별헤는마을,강원도춘천시서면당림리280-2,033-261-3174,강/지자체,"카라반,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"전화,온라인실시간예약",
1318,별고을오토캠핑장,경상북도성주군금수면무학리804-1,054-933-6400,/민간,일반야영장,홈페이지바로가기새창으로,온라인실시간예약,,,
1320,별나무캠핑장,경상북도고령군운수면법승길18-26,산/민간,일반야영장,"봄,여름,가을,겨울",주말,홈페이지바로가기새창으로,,,
